year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation
2015,IL-516,238.0,199.0,39.0,108529,-5.10007314316111,1.63315439224243,14.1000003814697,8.99353408813477,24.4152164459229,30.9496231079102,6.65425825119019,0,411,1.44895231723785,1,0,8.53987407684326,46.5999984741211,15.6667795181274,5.77848196029663,91.0,20.722957611084,18457,2250,1250,28,27077,19501,56556,-1106,,33.3325881958008,31.7894725799561,11.151647567749,75.3921966552734,8.68661,,25.6299991607666,71.9166641235352,1.14999997615814,43.5
2016,IL-516,157.0,150.0,7.0,107419,-4.48833034111311,,,8.99353408813477,24.4152164459229,30.9496231079102,,0,332,1.44895231723785,1,0,7.002197265625,46.5999984741211,17.4866638183594,6.2033314704895,91.0,,18375,2350,1247,27,26716,19770,55932,-1165,,,,,,8.61745,,27.0699996948242,72.6333389282227,0.899999976158142,42.1100006103516
2017,IL-516,130.0,114.0,16.0,106651,-4.06941950927586,1.63315439224243,14.1000003814697,8.99353408813477,24.4152164459229,30.9496231079102,6.65425825119019,0,485,1.44895231723785,1,0,6.56410694122314,46.5999984741211,16.6524448394775,5.96535730361938,91.0,20.722957611084,18328,2373,1270,28,26570,20181,55521,-909,-0.237445056438446,33.3325881958008,31.7894725799561,11.151647567749,75.3921966552734,9.09464,0.188189134001732,32.1599998474121,75.2066650390625,1.87999999523163,35.5699996948242
2010,IL-517,445.0,392.0,53.0,510377,0.0,,,18.0437393188477,25.7403697967529,26.8498363494873,,0,1291,3.99325346946716,0,1,10.4543304443359,44.1700019836426,9.33329677581787,2.99148726463318,95.0,,27774,135100,16378,273,163433,46451,253524,1367,,,,,,10.11532,,19.0,68.1333312988281,0.980000019073486,43.1800003051758
2011,IL-517,444.0,401.0,43.0,516144,-9.24787825577992,2.11505007743835,12.3000001907349,18.0437393188477,25.7403697967529,26.8498363494873,6.32715320587158,0,1146,3.99325346946716,0,1,11.0278654098511,44.1700019836426,10.8948278427124,2.86559677124023,94.0,16.1351165771484,27998,158776,17937,140,162607,50126,258877,35,,20.4019393920898,18.9709358215332,7.84117889404297,66.4271850585938,10.16944,,19.2700004577637,73.4000015258789,0.920000016689301,37.2900009155273
2012,IL-517,431.0,388.0,43.0,519119,-15.8798766349249,,,18.0437393188477,25.7403697967529,26.8498363494873,,0,1133,3.99325346946716,0,1,9.75490188598633,44.1700019836426,12.4403076171875,2.89641404151917,93.0,,27887,160316,18326,153,161525,52113,260542,-1319,,,,,,10.42943,,27.2800006866455,72.8499984741211,1.24000000953674,43.9500007629395
2013,IL-517,451.0,405.0,46.0,521000,-20.3529862002206,2.11505007743835,12.3000001907349,18.0437393188477,25.7403697967529,26.8498363494873,6.32715320587158,0,1218,3.99325346946716,0,1,8.89259243011475,44.1700019836426,11.7802295684814,2.7241678237915,95.0,16.1351165771484,27681,161966,18788,153,159856,55342,261823,-2216,,20.4019393920898,18.9709358215332,7.84117889404297,66.4271850585938,10.23385,,24.5300006866455,73.8066635131836,3.50999999046326,26.0799999237061
2014,IL-517,405.0,359.0,46.0,523322,-19.7204025123252,,,18.0437393188477,25.7403697967529,26.8498363494873,,0,1018,3.99325346946716,0,1,8.69888687133789,44.1700019836426,10.7673664093018,2.88347291946411,94.0,,27922,163489,19328,149,158376,58163,262935,-1428,,,,,,9.89025,,12.3100004196167,69.913330078125,1.85000002384186,39.5400009155273
2015,IL-517,388.0,374.0,14.0,526475,-15.2360370095225,2.1860511302948,15.3000001907349,18.0437393188477,25.7403697967529,26.8498363494873,4.94485473632813,0,1161,3.99325346946716,0,1,6.87814521789551,44.1700019836426,10.5963249206543,2.60327672958374,92.0,15.9011278152466,28084,164697,19997,146,156742,61246,264632,-614,,20.9206886291504,18.913667678833,6.52337217330933,66.7542572021484,10.16024,,20.1700000762939,69.879997253418,1.14999997615814,37.689998626709
2016,IL-517,355.0,341.0,14.0,529995,-12.1226446950766,,,18.0437393188477,25.7403697967529,26.8498363494873,,0,736,3.99325346946716,0,1,5.76374483108521,44.1700019836426,10.7325534820557,2.62474966049194,93.0,,28408,166900,20856,150,155295,64238,266479,-29,,,,,,10.15624,,22.4099998474121,69.3300018310547,0.689999997615814,45.2299995422363
2017,IL-517,360.0,335.0,25.0,532553,-8.80214313050132,2.1860511302948,15.3000001907349,18.0437393188477,25.7403697967529,26.8498363494873,4.94485473632813,0,648,3.99325346946716,0,1,5.49388885498047,44.1700019836426,10.3527727127075,2.50809574127197,92.0,15.9011278152466,28363,169470,21426,162,153850,67235,267645,-827,0.270046204328537,20.9206886291504,18.913667678833,6.52337217330933,66.7542572021484,10.9816,0.207557484507561,27.0100002288818,72.7266616821289,2.40000009536743,37.4799995422363
2010,IL-518,392.0,385.0,7.0,669085,0.0,,,11.4274826049805,21.3134651184082,27.1497097015381,,0,1055,1.36983644962311,0,0,10.5154886245728,42.6761779785156,11.2616491317749,3.83522701263428,92.0792922973633,,27573,47619,5940,199,168058,113608,337738,-2122,,,,,,8.20673039042872,,17.3320789337158,68.993782043457,1.43371665477753,50.1689758300781
2011,IL-518,313.0,285.0,28.0,674289,-2.41308656450462,1.53304088115692,15.3063325881958,11.4274826049805,21.3134651184082,27.1497097015381,5.9302020072937,0,949,1.36983644962311,0,0,10.4828033447266,42.6761779785156,11.8475904464722,3.81928563117981,93.3581924438477,31.5966167449951,27363,50591,5308,123,169919,116261,339687,-1991,,29.1311912536621,22.4517784118652,12.7649631500244,80.0362319946289,8.33444538835722,,18.7693634033203,74.341178894043,0.891240656375885,41.4536972045898
2012,IL-518,263.0,235.0,28.0,671178,-4.69060174656254,,,11.4274826049805,21.3134651184082,27.1497097015381,,0,994,1.36983644962311,0,0,9.37163066864014,42.6761779785156,12.4187622070313,3.85358381271362,93.4960021972656,,27843,51490,5763,132,167079,116731,337735,-3012,,,,,,8.7158614940895,,27.8044815063477,74.0002517700195,0.832995116710663,39.1005630493164
2013,IL-518,219.0,218.0,1.0,667710,-6.24817956114106,1.53304088115692,15.3063325881958,11.4274826049805,21.3134651184082,27.1497097015381,5.9302020072937,0,1112,1.36983644962311,0,0,8.71115303039551,42.6761779785156,12.5247497558594,3.75844526290894,94.0828094482422,31.5966167449951,28234,52398,6326,129,164294,119702,335679,-3339,,29.1311912536621,22.4517784118652,12.7649631500244,80.0362319946289,8.57588559146935,,24.8473606109619,74.3305435180664,2.90782690048218,26.5124588012695
2014,IL-518,218.0,217.0,1.0,664719,-6.49120728747836,,,11.4274826049805,21.3134651184082,27.1497097015381,,0,1373,1.36983644962311,0,0,8.91547679901123,42.6761779785156,13.648775100708,3.92696976661682,92.4391021728516,,29432,53417,6445,142,162018,121687,333786,-2610,,,,,,8.44902199979239,,13.5946741104126,71.1130218505859,1.43287491798401,37.8895301818848
2015,IL-518,254.0,238.0,16.0,660778,-6.50427885783375,1.62875640392303,14.4447679519653,11.4274826049805,21.3134651184082,27.1497097015381,7.17961645126343,0,1485,1.36983644962311,0,0,7.17454051971436,42.6761779785156,13.2436304092407,3.82354593276978,91.6144638061523,29.953182220459,29761,54191,6556,156,159696,123619,331693,-3879,,30.1923179626465,23.9658985137939,10.6523542404175,79.5154724121094,8.57773733668494,,21.1652336120605,70.7579040527344,1.15092158317566,37.0566520690918
2016,IL-518,340.0,301.0,39.0,656116,-5.32401921241107,,,11.4274826049805,21.3134651184082,27.1497097015381,,0,1418,1.36983644962311,0,0,6.32404088973999,42.6761779785156,12.1704082489014,3.86390686035156,92.0878829956055,,30245,54861,6770,151,157679,125411,329131,-4511,,,,,,8.71378377969749,,22.8150119781494,70.4100723266602,0.611553728580475,44.3507118225098
2017,IL-518,243.0,234.0,9.0,652752,-3.56504064371642,1.62875640392303,14.4447679519653,11.4274826049805,21.3134651184082,27.1497097015381,7.17961645126343,0,1226,1.36983644962311,0,0,6.0666937828064,42.6761779785156,12.8554182052612,3.85214471817017,92.9027862548828,29.953182220459,30683,55651,6986,155,156222,127623,327104,-3546,-0.0431710481643677,30.1923179626465,23.9658985137939,10.6523542404175,79.5154724121094,9.04542057763132,0.206643030047417,27.3813705444336,73.3917999267578,1.98002433776855,39.2159767150879
2010,IL-519,172.0,172.0,0.0,226051,0.0,,,9.58688735961914,19.8844318389893,27.8856182098389,,0,201,1.45502769947052,0,0,7.90903854370117,43.3629989624023,14.2224531173706,4.10570859909058,87.0310516357422,,8720,6633,1701,89,56203,38389,114224,-747,,,,,,7.71568581789065,,19.9279384613037,71.3899459838867,1.6172708272934,51.9097595214844
2011,IL-519,160.0,137.0,23.0,229270,1.28354197190041,1.40277004241943,16.5653018951416,9.58688735961914,19.8844318389893,27.8856182098389,4.39426612854004,0,221,1.45502769947052,0,0,8.38777732849121,43.3629989624023,13.8849391937256,4.19736289978027,89.3320388793945,31.403678894043,8605,7208,1473,52,56849,39183,114782,-201,,29.4996891021729,23.5879459381104,13.0051431655884,76.9858703613281,7.71279055620011,,21.4325008392334,76.5376815795898,1.39719188213348,50.1684761047363
2012,IL-519,172.0,149.0,23.0,228768,1.0098697561405,,,9.58688735961914,19.8844318389893,27.8856182098389,,0,225,1.45502769947052,0,0,7.67568445205688,43.3629989624023,14.4224720001221,4.19602155685425,90.3199768066406,,8763,7522,1561,55,56128,39163,114393,-488,,,,,,8.31874665307211,,31.3819618225098,76.1997375488281,0.758277833461761,38.2396545410156
2013,IL-519,133.0,128.0,5.0,227891,2.63593257579144,1.40277004241943,16.5653018951416,9.58688735961914,19.8844318389893,27.8856182098389,4.39426612854004,0,252,1.45502769947052,0,0,7.36009120941162,43.3629989624023,13.6389760971069,4.18670606613159,89.8372039794922,31.403678894043,8916,7661,1716,56,55448,39878,113781,-850,,29.4996891021729,23.5879459381104,13.0051431655884,76.9858703613281,8.2896044598953,,28.801399230957,76.0167617797852,2.93342471122742,27.3017082214355
2014,IL-519,145.0,140.0,5.0,226175,3.69985950063656,,,9.58688735961914,19.8844318389893,27.8856182098389,,0,198,1.45502769947052,0,0,7.6454758644104,43.3629989624023,14.9472761154175,4.29795551300049,92.293830871582,,8940,7681,1877,68,54579,40480,112902,-1650,,,,,,8.29332456938211,,19.2815399169922,73.0373916625977,1.26525270938873,40.9349098205566
2015,IL-519,100.0,98.0,2.0,224883,4.88194837576377,1.50726902484894,14.291974067688,9.58688735961914,19.8844318389893,27.8856182098389,8.18236064910889,0,229,1.45502769947052,0,0,5.97072744369507,43.3629989624023,14.2420721054077,4.04790353775024,90.910888671875,29.5435276031494,8851,7855,2058,69,53810,41234,112162,-1348,,30.6558036804199,23.9497699737549,11.1030569076538,76.3810882568359,8.40916782424639,,26.0386905670166,72.6181869506836,1.06395304203033,42.116626739502
2016,IL-519,102.0,102.0,0.0,223639,6.25984178526792,,,9.58688735961914,19.8844318389893,27.8856182098389,,0,234,1.45502769947052,0,0,5.34778738021851,43.3629989624023,13.9595508575439,4.00938844680786,90.1479415893555,,9106,7928,2064,75,53410,41806,111454,-1172,,,,,,8.81752420047487,,26.3662548065186,72.7609558105469,0.663194358348846,48.6918334960938
2017,IL-519,80.0,80.0,0.0,222069,8.30646059116714,1.50726902484894,14.291974067688,9.58688735961914,19.8844318389893,27.8856182098389,8.18236064910889,0,220,1.45502769947052,0,0,5.24521255493164,43.3629989624023,13.6146869659424,3.8676393032074,91.5695495605469,29.5435276031494,9163,7934,2078,78,52974,42387,110662,-1534,-0.317790955305099,30.6558036804199,23.9497699737549,11.1030569076538,76.3810882568359,9.17470010938042,0.206247761845589,30.9762172698975,75.5082015991211,1.31926679611206,31.7826557159424
2010,IL-520,291.0,248.0,43.0,588205,0.0,,,10.4607696533203,22.8615589141846,26.5103816986084,,0,762,1.39830350875854,0,0,9.62927150726318,44.5566635131836,16.1151313781738,3.98075985908508,88.4334335327148,,36404,12840,4491,199,142704,97416,291398,-1746,,,,,,8.69509500638383,,27.3111038208008,74.2938003540039,1.73017573356628,54.7822723388672
2011,IL-520,387.0,286.0,101.0,595017,-0.172805017154531,1.3973742723465,17.4648838043213,10.4607696533203,22.8615589141846,26.5103816986084,7.03357601165771,0,930,1.39830350875854,0,0,9.53403091430664,44.5566635131836,15.2846050262451,3.96868276596069,89.3575134277344,19.9864082336426,33717,13114,4515,141,145317,98091,294122,384,,29.2098426818848,24.5104675292969,13.146315574646,80.0997772216797,8.86983689351733,,28.019739151001,79.2198257446289,1.33379399776459,36.8471641540527
2012,IL-520,411.0,341.0,70.0,594327,0.144951725072332,,,10.4607696533203,22.8615589141846,26.5103816986084,,0,936,1.39830350875854,0,0,8.88993549346924,44.5566635131836,16.6154327392578,3.9424524307251,89.2697677612305,,33949,13658,4758,149,142803,98515,293450,-552,,,,,,9.01550014064648,,36.9310302734375,78.5369873046875,3.12138438224792,63.2167205810547
2013,IL-520,338.0,263.0,75.0,590523,0.440231752167563,1.3973742723465,17.4648838043213,10.4607696533203,22.8615589141846,26.5103816986084,7.03357601165771,0,970,1.39830350875854,0,0,8.64092445373535,44.5566635131836,15.783974647522,3.95707893371582,90.4304428100586,19.9864082336426,33314,13861,4975,160,140006,100841,291635,-3835,,29.2098426818848,24.5104675292969,13.146315574646,80.0997772216797,9.04432051574621,,34.4209976196289,78.400505065918,5.78782606124878,34.3795204162598
2014,IL-520,325.0,279.0,46.0,589509,1.21623972342591,,,10.4607696533203,22.8615589141846,26.5103816986084,,0,897,1.39830350875854,0,0,8.96145248413086,44.5566635131836,16.4713344573975,3.90309357643127,90.3223037719727,,33899,14362,5076,171,139399,102417,290701,-750,,,,,,8.92526219901647,,26.0556240081787,74.3319320678711,1.85460376739502,50.8538360595703
2015,IL-520,346.0,316.0,30.0,586699,1.94375682562853,1.50455331802368,16.9925880432129,10.4607696533203,22.8615589141846,26.5103816986084,8.15109252929688,0,565,1.39830350875854,0,0,7.03809785842896,44.5566635131836,16.5868701934814,3.89694499969482,91.1181411743164,19.0178489685059,33846,14643,5250,174,137971,103987,289196,-2795,,30.6381492614746,24.528881072998,11.009783744812,79.2784729003906,9.01067686566707,,31.3404197692871,74.5709991455078,2.40085649490356,42.9958686828613
2016,IL-520,351.0,332.0,19.0,584653,2.39679359784425,,,10.4607696533203,22.8615589141846,26.5103816986084,,0,632,1.39830350875854,0,0,6.16916465759277,44.5566635131836,15.2469930648804,3.89041972160339,91.3430404663086,,34033,14963,5480,178,137288,105355,288021,-1915,,,,,,9.33154683795345,,31.7170505523682,75.5881271362305,1.22058701515198,56.4321556091309
2017,IL-520,435.0,298.0,137.0,582177,4.7083235170045,1.50455331802368,16.9925880432129,10.4607696533203,22.8615589141846,26.5103816986084,8.15109252929688,0,542,1.39830350875854,0,0,6.10722208023071,44.5566635131836,15.2828102111816,3.88020205497742,91.9650573730469,19.0178489685059,33946,15268,5595,181,136506,107101,286655,-2787,0.170703917741776,30.6381492614746,24.528881072998,11.009783744812,79.2784729003906,9.62196389910629,0.207241222262383,38.0561408996582,77.9054870605469,2.34882712364197,46.9900779724121
2010,IN-502,4958.0,3872.0,1086.0,5525834,0.0,,,11.2701816558838,22.5745334625244,28.6701145172119,,0,15407,1.74059498310089,0,0,10.4638767242432,43.1876678466797,13.0978240966797,3.24081635475159,90.3205718994141,,347499,285629,75719,1762,1521584,733006,2792305,-1162,,,,,,8.85792306541963,,23.5639495849609,70.1638107299805,1.43895304203033,45.1944847106934
2011,IN-502,4609.0,4077.0,532.0,5585525,-2.47821780755265,1.70887637138367,14.5703477859497,11.2701816558838,22.5745334625244,28.6701145172119,8.89932250976563,0,16611,1.74059498310089,0,0,10.3521728515625,43.1876678466797,13.8905658721924,3.24161052703857,91.8454818725586,19.1749267578125,345780,306908,85754,1649,1551257,747964,2828735,738,,26.3563995361328,23.0817852020264,11.3714141845703,75.9320068359375,9.01840199578017,,23.1845054626465,75.0601196289063,1.48668587207794,36.7279586791992
2012,IN-502,4612.0,3896.0,716.0,5604163,-4.16501110762223,,,11.2701816558838,22.5745334625244,28.6701145172119,,0,18175,1.74059498310089,0,0,8.98750305175781,43.1876678466797,14.4750967025757,3.21212005615234,91.8814697265625,,347775,315104,90411,1718,1539982,759423,2836721,311,,,,,,9.17016996333618,,31.8160152435303,74.3701019287109,3.22723960876465,53.8114891052246
2013,IN-502,4497.0,3917.0,580.0,5616212,-4.91411955125416,1.70887637138367,14.5703477859497,11.2701816558838,22.5745334625244,28.6701145172119,8.89932250976563,0,19186,1.74059498310089,0,0,8.18746471405029,43.1876678466797,14.0704097747803,3.10921382904053,93.2216262817383,19.1749267578125,349036,321732,95482,1762,1525170,788154,2840969,-5473,,26.3563995361328,23.0817852020264,11.3714141845703,75.9320068359375,9.12475832501337,,29.3686008453369,74.3334045410156,4.50487852096558,33.5714530944824
2014,IN-502,4081.0,3752.0,329.0,5637762,-3.85775558664149,,,11.2701816558838,22.5745334625244,28.6701145172119,,0,18298,1.74059498310089,0,0,7.51344919204712,43.1876678466797,14.4552040100098,3.22836518287659,91.6755828857422,,351377,330058,100852,1875,1517575,810725,2850559,5988,,,,,,9.06318394528893,,18.5430870056152,71.2404022216797,2.33425450325012,44.0472450256348
2015,IN-502,4197.0,3725.0,472.0,5657437,-1.94591658826165,1.78885388374329,15.7186098098755,11.2701816558838,22.5745334625244,28.6701145172119,7.1295952796936,0,18292,1.74059498310089,0,0,5.86342144012451,43.1876678466797,13.6745662689209,3.02118492126465,90.4654235839844,17.6137771606445,353551,338007,105970,1918,1511131,834859,2859344,3194,,26.8428897857666,23.7330322265625,9.44875526428223,74.2573089599609,9.16235304972552,,24.4939937591553,71.0637054443359,1.96856236457825,43.0977401733398
2016,IN-502,4179.0,3618.0,561.0,5670361,0.964624225785371,,,11.2701816558838,22.5745334625244,28.6701145172119,,0,17524,1.74059498310089,0,0,4.7872633934021,43.1876678466797,12.9640073776245,2.99501943588257,90.5185012817383,,355071,346383,111334,1991,1504599,856624,2865209,-1367,,,,,,9.37879241507022,,27.0834674835205,71.0850601196289,1.32502639293671,46.0530548095703
2017,IN-502,3655.0,3212.0,443.0,5689973,4.37334624267294,1.78885388374329,15.7186098098755,11.2701816558838,22.5745334625244,28.6701145172119,7.1295952796936,0,19120,1.74059498310089,0,0,4.41068315505981,43.1876678466797,12.744701385498,2.95217061042786,90.9314498901367,17.6137771606445,357839,356194,117196,2049,1500975,881550,2874731,3429,0.157713934779167,26.8428897857666,23.7330322265625,9.44875526428223,74.2573089599609,9.6934953015155,0.179076284170151,33.2454528808594,74.106803894043,3.74259948730469,42.7783393859863
2010,IN-503,1494.0,1361.0,133.0,891442,0.0,,,13.0758171081543,27.3238277435303,46.4188766479492,,1,13016,2.12136626243591,1,0,9.32650470733643,48.2600021362305,19.2788772583008,4.57757472991943,88.0,,224287,63532,15138,396,258366,96775,461110,80,,,,,,9.33439,,23.5200004577637,70.5833358764648,1.25999999046326,46.6199989318848
2011,IN-503,1587.0,1473.0,114.0,904504,-2.60173629951167,1.79840397834778,13.1000003814697,13.0758171081543,27.3238277435303,46.4188766479492,9.53812408447266,1,14027,2.12136626243591,1,0,10.5478754043579,48.2600021362305,20.4020099639893,4.52329111099243,90.0,16.368278503418,240536,84662,18535,301,252307,96299,468333,-2517,,33.706298828125,36.0220909118652,10.2384271621704,71.4446182250977,9.49605,,23.1299991607666,75.75,1.8400000333786,37.0
