year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation
2010,MS-500,914.0,432.0,482.0,561043,0.0,,,12.2608861923218,25.4887199401855,33.3581733703613,,0,4637,2.80426573753357,0,1,7.60765743255615,47.1730613708496,17.8656539916992,4.56252241134644,92.3025741577148,,263476,10516,5165,137,166293,63232,293979,-153,,,,,,9.18975618009671,,41.725757598877,79.8559951782227,5.61056137084961,63.6272163391113
2011,MS-500,826.0,390.0,436.0,562027,-2.26775455508995,1.79845631122589,17.3334484100342,12.2608861923218,25.4887199401855,33.3581733703613,9.43125534057617,0,5027,2.80426573753357,0,1,8.72695255279541,47.1730613708496,18.3809661865234,4.80696535110474,93.1077880859375,3.59713816642761,271066,11927,6030,144,162867,63444,294299,1025,,27.8209171295166,37.6377449035645,9.88132476806641,68.7577133178711,9.46098550624792,,43.7784652709961,83.0811080932617,5.36261367797852,41.3206100463867
2012,MS-500,1037.0,380.0,657.0,566664,-3.41890998036841,,,12.2608861923218,25.4887199401855,33.3581733703613,,0,4867,2.80426573753357,0,1,8.35207748413086,47.1730613708496,19.2782669067383,4.81850481033325,95.4248733520508,,274596,11955,6091,135,161921,64929,296665,1691,,,,,,9.23485903413663,,52.7946624755859,83.3559036254883,4.25691795349121,50.7459869384766
2013,MS-500,760.0,320.0,440.0,568902,-4.29435991525759,1.79845631122589,17.3334484100342,12.2608861923218,25.4887199401855,33.3581733703613,9.43125534057617,0,4555,2.80426573753357,0,1,7.62617206573486,47.1730613708496,21.1356258392334,4.68335247039795,95.0073089599609,3.59713816642761,276770,11770,6175,123,160585,67874,298219,-608,,27.8209171295166,37.6377449035645,9.88132476806641,68.7577133178711,9.21252779157043,,50.6983070373535,80.3513031005859,9.48417472839355,63.5430679321289
2014,MS-500,846.0,511.0,335.0,570005,-4.54546574986567,,,12.2608861923218,25.4887199401855,33.3581733703613,,0,4378,2.80426573753357,0,1,7.23778629302979,47.1730613708496,21.1217441558838,4.72992134094238,96.135383605957,,277943,11870,6366,137,159544,70263,299019,-1375,,,,,,8.78223574110753,,41.105899810791,79.6174163818359,1.80345439910889,64.3062973022461
2015,MS-500,762.0,426.0,336.0,571202,-3.80275003516078,1.88051056861877,16.6334648132324,12.2608861923218,25.4887199401855,33.3581733703613,6.97857427597046,0,4186,2.80426573753357,0,1,6.26135110855103,47.1730613708496,17.8667106628418,4.48718500137329,93.1929016113281,3.11150479316711,279430,12015,6565,141,158716,72786,299708,-1389,,27.0799694061279,38.5470504760742,8.07394790649414,68.6753845214844,8.64561361140192,,45.8773765563965,79.2115020751953,4.71154594421387,58.8481903076172
2016,MS-500,633.0,297.0,336.0,571725,-1.79898556115839,,,12.2608861923218,25.4887199401855,33.3581733703613,,0,3873,2.80426573753357,0,1,5.3256196975708,47.1730613708496,18.8483963012695,4.44884872436523,94.0198364257813,,280261,12334,6796,121,157430,75421,300153,-1815,,,,,,8.87310243842756,,45.4649505615234,81.757209777832,3.37317490577698,58.6683578491211
2017,MS-500,511.0,231.0,280.0,572413,1.07866955453267,1.88051056861877,16.6334648132324,12.2608861923218,25.4887199401855,33.3581733703613,6.97857427597046,0,3874,2.80426573753357,0,1,4.92047357559204,47.1730613708496,16.2700710296631,4.47932100296021,95.7767791748047,3.11150479316711,281115,12705,6980,133,156266,78106,300796,-1413,-0.139977216720581,27.0799694061279,38.5470504760742,8.07394790649414,68.6753845214844,9.24319210515834,0.137892171740532,54.4961357116699,81.996452331543,6.27481508255005,54.7834091186523
2010,MS-501,1242.0,660.0,582.0,1939076,0.0,,,13.2579374313354,25.9298686981201,31.2173366546631,,0,4904,2.87747120857239,0,0,10.4300270080566,47.5361442565918,22.9398422241211,4.05559349060059,91.7912826538086,,741495,47416,12098,441,567174,256968,996902,-6169,,,,,,9.373422025934,,39.6179008483887,79.1408843994141,5.02705001831055,68.0675659179688
2011,MS-501,951.0,512.0,439.0,1940792,-2.89760868118442,1.43550002574921,19.5027294158936,13.2579374313354,25.9298686981201,31.2173366546631,10.2122974395752,0,4735,2.87747120857239,0,0,11.2135763168335,47.5361442565918,23.4483661651611,4.22296619415283,91.6708221435547,6.02442264556885,739075,49835,10980,483,553957,259302,997213,-6023,,27.0339221954346,38.4513778686523,9.98297595977783,81.7710189819336,9.43213169752349,,41.2139320373535,82.8598022460938,4.07171726226807,43.7480087280273
2012,MS-501,1018.0,579.0,439.0,1939050,-3.95578509885341,,,13.2579374313354,25.9298686981201,31.2173366546631,,0,5398,2.87747120857239,0,0,10.6017217636108,47.5361442565918,23.5045509338379,4.2094612121582,94.117919921875,,738620,50698,11589,500,545774,262457,996168,-7869,,,,,,9.47028719703463,,49.7981567382813,82.5118408203125,4.36711072921753,54.5791015625
2013,MS-501,1052.0,692.0,360.0,1939549,-4.13893927713464,1.43550002574921,19.5027294158936,13.2579374313354,25.9298686981201,31.2173366546631,10.2122974395752,0,5599,2.87747120857239,0,0,9.5008659362793,47.5361442565918,24.4799175262451,4.17005205154419,93.6072082519531,6.02442264556885,738953,51204,11978,513,539983,270937,995864,-5543,,27.0339221954346,38.4513778686523,9.98297595977783,81.7710189819336,9.46849972388942,,48.0209922790527,79.7488098144531,9.18264389038086,56.4467315673828
2014,MS-501,954.0,700.0,254.0,1939932,-3.05221388023081,,,13.2579374313354,25.9298686981201,31.2173366546631,,0,5646,2.87747120857239,0,0,9.09444046020508,47.5361442565918,24.5261688232422,4.27321195602417,93.785270690918,,740547,52584,12574,545,534530,277510,995406,-3911,,,,,,9.29738617984548,,37.3484039306641,78.8154373168945,2.13680148124695,62.145378112793
2015,MS-501,809.0,566.0,243.0,1935553,-1.68920187599464,1.55960202217102,19.0254936218262,13.2579374313354,25.9298686981201,31.2173366546631,8.56697750091553,0,6239,2.87747120857239,0,0,8.01643466949463,47.5361442565918,23.1665058135986,4.04008197784424,91.8147964477539,5.3926887512207,740505,53757,12948,568,528070,284052,993744,-8399,,28.0865573883057,38.9826011657715,8.12569808959961,80.6796264648438,9.42433571438757,,42.815013885498,78.3843002319336,4.35071229934692,57.6621780395508
2016,MS-501,785.0,479.0,306.0,1929175,0.490366088459524,,,13.2579374313354,25.9298686981201,31.2173366546631,,0,6131,2.87747120857239,0,0,6.77782440185547,47.5361442565918,22.6768436431885,4.09379577636719,93.847053527832,,738962,54445,13336,573,523131,290337,991786,-10040,,,,,,9.6736889650291,,42.6483154296875,80.3138275146484,3.49017095565796,60.0482330322266
2017,MS-501,697.0,451.0,246.0,1925428,2.53649640601394,1.55960202217102,19.0254936218262,13.2579374313354,25.9298686981201,31.2173366546631,8.56697750091553,0,5285,2.87747120857239,0,0,6.06885528564453,47.5361442565918,22.0031089782715,4.06769752502441,94.7208404541016,5.3926887512207,738727,55409,13765,569,518892,296744,990351,-7478,-0.102593094110489,28.0865573883057,38.9826011657715,8.12569808959961,80.6796264648438,9.79331748450734,0.132153362035751,51.9688911437988,81.4516296386719,6.04067850112915,52.2851943969727
2010,MS-503,587.0,89.0,498.0,449824,0.0,,,13.3322877883911,24.6875801086426,33.6748046875,,0,2666,2.53812122344971,0,0,8.13997268676758,44.5444984436035,16.7598896026611,4.26379871368408,78.6068878173828,,88944,16955,7668,291,126467,57519,228033,437,,,,,,9.72620585260013,,45.3302116394043,81.0572204589844,5.29543495178223,73.2947692871094
2011,MS-503,529.0,154.0,375.0,467618,-7.69076616853323,1.85239362716675,17.6306056976318,13.3322877883911,24.6875801086426,33.6748046875,13.7763080596924,0,2648,2.53812122344971,0,0,9.27504634857178,44.5444984436035,18.3406105041504,4.62378120422363,86.9279479980469,3.70036506652832,86351,20164,9008,338,129866,59427,235791,1219,,24.7409782409668,30.1418132781982,15.9962491989136,80.767333984375,9.93037338355239,,47.3035621643066,82.43212890625,4.13104486465454,58.2836952209473
2012,MS-503,358.0,83.0,275.0,471738,-13.6142682263564,,,13.3322877883911,24.6875801086426,33.6748046875,,0,3299,2.53812122344971,0,0,9.66205024719238,44.5444984436035,19.7616062164307,4.61978673934937,92.5168914794922,,88411,20729,9194,311,129726,61245,237931,2347,,,,,,9.977943055764,,55.7018661499023,83.2322769165039,2.7931981086731,48.0661430358887
2013,MS-503,591.0,71.0,520.0,474512,-15.9151182303726,1.85239362716675,17.6306056976318,13.3322877883911,24.6875801086426,33.6748046875,13.7763080596924,0,3345,2.53812122344971,0,0,8.74352169036865,44.5444984436035,19.8256320953369,4.49855899810791,91.6112289428711,3.70036506652832,89841,20950,9289,293,128948,64325,239552,1040,,24.7409782409668,30.1418132781982,15.9962491989136,80.767333984375,9.8659337448368,,54.4206809997559,80.5451278686523,4.32418918609619,71.6600570678711
2014,MS-503,426.0,194.0,232.0,477784,-15.9842123486289,,,13.3322877883911,24.6875801086426,33.6748046875,,0,3502,2.53812122344971,0,0,8.07604789733887,44.5444984436035,20.0653438568115,5.16929054260254,93.1583023071289,,91586,21672,9531,310,128295,66629,241301,2113,,,,,,9.50652600237764,,43.2287635803223,79.8536148071289,2.81276249885559,67.9896926879883
2015,MS-503,412.0,149.0,263.0,481823,-15.5823376882133,1.8377993106842,17.6481647491455,13.3322877883911,24.6875801086426,33.6748046875,11.7905139923096,0,3691,2.53812122344971,0,0,7.26232385635376,44.5444984436035,17.5388050079346,4.33879852294922,88.4085693359375,2.90590476989746,92958,22521,9701,307,128419,69081,243769,2496,,27.3210792541504,31.0818729400635,14.2681035995483,80.4351577758789,9.37203875782186,,48.7772674560547,80.0555267333984,5.52307558059692,63.9743118286133
2016,MS-503,320.0,113.0,207.0,484397,-12.8627283402238,,,13.3322877883911,24.6875801086426,33.6748046875,,0,3815,2.53812122344971,0,0,6.45095634460449,44.5444984436035,19.3401279449463,3.8608980178833,99.0,,94480,23456,9790,305,128054,71605,245224,1474,,,,,,9.55713656548244,,48.6012153625488,81.3045501708984,4.72422027587891,72.4027099609375
2017,MS-503,264.0,71.0,193.0,487574,-10.2487430310337,1.8377993106842,17.6481647491455,13.3322877883911,24.6875801086426,33.6748046875,11.7905139923096,0,3320,2.53812122344971,0,0,6.05545282363892,44.5444984436035,18.4761695861816,4.47550964355469,99.2019424438477,2.90590476989746,95771,24386,9960,311,128270,74254,246963,1887,0.167845636606216,27.3210792541504,31.0818729400635,14.2681035995483,80.4351577758789,9.83090272007941,0.144775897264481,56.8606872558594,81.5464706420898,11.6029319763184,67.4511337280273
2010,MT-500,1615.0,1168.0,447.0,974163,0.0,,,13.6670303344727,22.0426940917969,32.9613227844238,,0,631,2.16396856307983,0,0,6.84761714935303,45.3614845275879,14.6031007766724,3.20855498313904,91.7120819091797,,6399,30483,6469,663,245765,142169,485976,2295,,,,,,6.91317820056808,,23.5760173797607,60.5605545043945,1.50879442691803,20.3373470306396
2011,MT-500,1768.0,1216.0,552.0,990507,-3.97422556630289,1.66829407215118,10.9807224273682,13.6670303344727,22.0426940917969,32.9613227844238,6.06803035736084,0,747,2.16396856307983,0,0,7.2980785369873,45.3614845275879,14.7660751342773,2.94977498054504,89.8881149291992,15.4459667205811,3789,28852,6251,616,250942,147450,493335,1966,,29.2119598388672,20.2403430938721,14.641134262085,70.1497955322266,7.07431195577619,,22.3079032897949,60.2496147155762,2.41788363456726,25.0757637023926
2012,MT-500,1833.0,1153.0,680.0,996866,-6.58244246942681,,,13.6670303344727,22.0426940917969,32.9613227844238,,0,857,2.16396856307983,0,0,6.94770908355713,45.3614845275879,14.8645858764648,2.95078110694885,90.1897048950195,,4436,30363,6616,636,250773,150498,496660,3472,,,,,,7.16576319164261,,25.9933242797852,61.5706024169922,1.94090354442596,25.6947956085205
2013,MT-500,1878.0,1094.0,784.0,1003522,-5.25747822840094,1.66829407215118,10.9807224273682,13.6670303344727,22.0426940917969,32.9613227844238,6.06803035736084,0,982,2.16396856307983,0,0,5.98585557937622,45.3614845275879,15.2566652297974,2.95105481147766,89.6986618041992,15.4459667205811,4952,32017,6863,641,249740,157341,499640,3540,,29.2119598388672,20.2403430938721,14.641134262085,70.1497955322266,7.3380122744195,,23.39768409729,64.0192108154297,1.50428438186646,20.6595306396484
2014,MT-500,1745.0,911.0,834.0,1011921,-1.85971548242112,,,13.6670303344727,22.0426940917969,32.9613227844238,,0,1099,2.16396856307983,0,0,5.42479801177979,45.3614845275879,15.7369003295898,2.96721243858337,88.6516036987305,,4888,33621,7109,680,250122,163255,503436,5596,,,,,,7.3144720239327,,26.4449977874756,63.7463455200195,1.86149048805237,21.0600757598877
2015,MT-500,1709.0,837.0,872.0,1019931,2.46441696574416,1.82051157951355,10.8755970001221,13.6670303344727,22.0426940917969,32.9613227844238,6.04015922546387,0,1239,2.16396856307983,0,0,4.66795301437378,45.3614845275879,14.8943405151367,2.79145479202271,83.6912155151367,13.8997945785522,4945,35188,7428,686,250686,169490,507075,4960,,30.3943786621094,21.029613494873,12.3227224349976,69.3564071655273,7.34921989972851,,26.3199882507324,61.9103050231934,1.74642956256866,25.892599105835
2016,MT-500,1418.0,788.0,630.0,1028317,5.84152391849761,,,13.6670303344727,22.0426940917969,32.9613227844238,,0,1195,2.16396856307983,0,0,4.16872262954712,45.3614845275879,14.0650215148926,2.74254560470581,86.1749420166016,,5089,36724,7727,705,251534,175978,510806,5440,,,,,,7.60477689290365,,25.253812789917,64.2574005126953,1.37514412403107,19.0874786376953
2017,MT-500,1529.0,985.0,544.0,1038656,9.42560084303102,1.82051157951355,10.8755970001221,13.6670303344727,22.0426940917969,32.9613227844238,6.04015922546387,0,1249,2.16396856307983,0,0,4.14886999130249,45.3614845275879,13.1359176635742,2.69312000274658,89.6937866210938,13.8997945785522,5282,38117,8093,732,253006,183015,515714,7402,0.359894156455994,30.3943786621094,21.029613494873,12.3227224349976,69.3564071655273,8.12686218866497,0.216977909207344,15.7534303665161,62.6759147644043,1.28714430332184,23.2676067352295
2010,NC-500,543.0,502.0,41.0,358781,0.0,,,12.4832401275635,26.0111331939697,38.2745132446289,,0,3812,2.28022480010986,1,0,9.45930862426758,49.5999984741211,16.0142250061035,4.83212089538574,94.0,,89035,35935,5568,162,99055,47123,187201,2100,,,,,,8.66941,,35.2799987792969,75.4333343505859,5.15999984741211,47.7799987792969
2011,NC-500,527.0,476.0,51.0,351421,-2.72085314886873,1.71559810638428,13.3000001907349,12.4832401275635,26.0111331939697,38.2745132446289,15.7196435928345,0,4143,2.28022480010986,1,0,10.1438131332397,49.5999984741211,16.1828689575195,4.98045015335083,92.0,7.15684604644775,90025,42003,6594,175,96281,45785,184691,887,,31.6432056427002,30.9526348114014,10.9833965301514,66.4572982788086,9.09136,,34.7000007629395,78.4566650390625,1.11000001430511,43.8600006103516
2012,NC-500,556.0,436.0,120.0,354835,-4.88254791756736,,,12.4832401275635,26.0111331939697,38.2745132446289,,0,2318,2.28022480010986,1,0,9.82715225219727,49.5999984741211,18.1340618133545,4.85918760299683,96.0,,90821,42734,6985,189,96831,46874,186521,1794,,,,,,9.17361,,41.4300003051758,77.6433334350586,1.91999995708466,45.0900001525879
2013,NC-500,394.0,381.0,13.0,357937,-7.2344718259115,1.71559810638428,13.3000001907349,12.4832401275635,26.0111331939697,38.2745132446289,15.7196435928345,0,4148,2.28022480010986,1,0,8.85210514068604,49.5999984741211,20.5871410369873,4.7328667640686,95.0,7.15684604644775,91377,43567,7229,200,96685,49059,188269,1584,,31.6432056427002,30.9526348114014,10.9833965301514,66.4572982788086,8.56877,,41.8800010681152,76.0100021362305,6.03000020980835,39.4300003051758
2014,NC-500,515.0,496.0,19.0,361000,-8.070327136475,,,12.4832401275635,26.0111331939697,38.2745132446289,,0,3696,2.28022480010986,1,0,7.54023694992065,49.5999984741211,19.881441116333,4.95048856735229,95.0,,92455,44154,7526,209,96883,50927,189778,1669,,,,,,8.83024,,32.4500007629395,74.7433319091797,3.65000009536743,50.1199989318848
2015,NC-500,571.0,549.0,22.0,364956,-8.15679492722295,1.79009139537811,14.3000001907349,12.4832401275635,26.0111331939697,38.2745132446289,9.23772048950195,0,3244,2.28022480010986,1,0,6.00754547119141,49.5999984741211,19.1450481414795,4.76709413528442,91.0,6.7696385383606,93632,45188,7956,203,97491,52740,191817,2548,,31.2371463775635,30.7651290893555,9.73586940765381,64.7639007568359,8.9648,,38.3199996948242,74.5233306884766,1.87000000476837,37.8899993896484
2016,NC-500,544.0,506.0,38.0,367922,-4.15910073497624,,,12.4832401275635,26.0111331939697,38.2745132446289,,0,3102,2.28022480010986,1,0,5.50773668289185,49.5999984741211,17.6575469970703,4.83060455322266,92.0,,94558,46006,8312,210,97770,54523,193248,1880,,,,,,9.13471,,36.3199996948242,76.8433303833008,2.19000005722046,47.3600006103516
2017,NC-500,453.0,428.0,25.0,371614,-1.84752846231444,1.79009139537811,14.3000001907349,12.4832401275635,26.0111331939697,38.2745132446289,9.23772048950195,0,3743,2.28022480010986,1,0,4.86530923843384,49.5999984741211,16.9514598846436,4.80690860748291,92.0,6.7696385383606,95466,47374,8791,222,98263,56315,195008,2540,0.240968942642212,31.2371463775635,30.7651290893555,9.73586940765381,64.7639007568359,9.46424,0.174272239208221,43.1399993896484,77.8199996948242,4.55999994277954,36.3300018310547
2010,NC-501,516.0,462.0,54.0,231226,0.0,,,14.1119594573975,21.47385597229,35.8154296875,,0,1003,3.13460898399353,0,1,8.32000637054443,46.5499992370605,15.7452020645142,3.71789884567261,95.0,,17062,11701,2469,146,53101,36908,120621,1582,,,,,,7.83447,,30.7900009155273,69.2966690063477,5.07999992370605,60.7799987792969
2011,NC-501,514.0,452.0,62.0,238733,-5.75694138386953,1.85159945487976,12.6000003814697,14.1119594573975,21.47385597229,35.8154296875,5.26621007919312,0,1057,3.13460898399353,0,1,8.55756759643555,46.5499992370605,16.6001358032227,3.65708661079407,95.0,11.1851539611816,15094,14288,2423,286,54535,38298,123768,1660,,31.6621894836426,25.1254405975342,12.7493171691895,66.219612121582,7.51758,,31.3299999237061,73.2733306884766,2.41000008583069,41.5400009155273
2012,NC-501,560.0,478.0,82.0,241224,-9.76017335096223,,,14.1119594573975,21.47385597229,35.8154296875,,0,1117,3.13460898399353,0,1,7.94160127639771,46.5499992370605,17.7283363342285,3.63922834396362,96.0,,15190,14794,2549,281,54317,39320,125122,2250,,,,,,7.89414,,38.8800010681152,72.0100021362305,4.59999990463257,51.5800018310547
2013,NC-501,570.0,513.0,57.0,243741,-11.453283384751,1.85159945487976,12.6000003814697,14.1119594573975,21.47385597229,35.8154296875,5.26621007919312,0,968,3.13460898399353,0,1,7.24392366409302,46.5499992370605,17.2568416595459,3.77502584457397,97.0,11.1851539611816,15436,14970,2718,301,54312,41296,126589,2204,,31.6621894836426,25.1254405975342,12.7493171691895,66.219612121582,7.55918,,40.6599998474121,70.3533325195313,9.15999984741211,49.5299987792969
2014,NC-501,530.0,465.0,65.0,246948,-9.4333039518143,,,14.1119594573975,21.47385597229,35.8154296875,,0,934,3.13460898399353,0,1,5.97852039337158,46.5499992370605,15.3044376373291,3.86344385147095,95.0,,15515,15465,2922,319,54273,42927,128272,2945,,,,,,7.32443,,27.8799991607666,69.283332824707,2.25999999046326,72.3499984741211
2015,NC-501,562.0,488.0,74.0,249302,-4.36499192008226,1.98375630378723,13.1999998092651,14.1119594573975,21.47385597229,35.8154296875,3.93873071670532,0,844,3.13460898399353,0,1,4.69589042663574,46.5499992370605,13.6124057769775,3.57850503921509,92.0,11.3782930374146,15620,15909,3049,314,53934,44798,129629,2173,,33.1019020080566,24.402925491333,10.0673398971558,62.3594932556152,7.55987,,34.4799995422363,69.1366653442383,2.61999988555908,46.4500007629395
2016,NC-501,509.0,437.0,72.0,252149,1.9153077714118,,,14.1119594573975,21.47385597229,35.8154296875,,0,681,3.13460898399353,0,1,4.36196327209473,46.5499992370605,14.8455877304077,2.35853028297424,99.0,,15682,16184,3170,303,53921,46613,131273,2750,,,,,,7.38362,,32.3199996948242,71.2200012207031,2.5699999332428,58.2799987792969
2017,NC-501,562.0,457.0,105.0,255334,10.3955486998678,1.98375630378723,13.1999998092651,14.1119594573975,21.47385597229,35.8154296875,3.93873071670532,0,964,3.13460898399353,0,1,3.86145567893982,46.5499992370605,13.1713752746582,3.60350680351257,90.0,11.3782930374146,15730,16648,3257,317,53836,48276,132815,3220,0.356854736804962,33.1019020080566,24.402925491333,10.0673398971558,62.3594932556152,7.66222,0.169802829623222,41.5200004577637,72.8000030517578,3.65000009536743,34.6699981689453
2010,NC-502,675.0,607.0,68.0,269628,0.0,,,13.5158433914185,25.2081146240234,46.8693389892578,,1,3975,2.63395142555237,1,0,7.75949668884277,47.9000015258789,15.7635707855225,4.86926364898682,92.0,,98103,28794,10757,170,73114,25569,140505,3836,,,,,,8.21302,,36.3899993896484,76.466667175293,3.5,50.1399993896484
2011,NC-502,597.0,539.0,58.0,271327,-2.22310255633491,1.92570745944977,13.1000003814697,13.5158433914185,25.2081146240234,46.8693389892578,9.22232532501221,1,4137,2.63395142555237,1,0,8.24134826660156,47.9000015258789,17.5430393218994,4.65939712524414,93.0,6.23148155212402,102483,36608,12313,155,69535,26514,140499,854,,31.5725631713867,31.4103221893311,8.69169902801514,53.4117622375488,8.46092,,35.8300018310547,79.6166687011719,1.17999994754791,37.9599990844727
2012,NC-502,698.0,635.0,63.0,276881,-4.99149441894066,,,13.5158433914185,25.2081146240234,46.8693389892578,,1,4007,2.63395142555237,1,0,8.0926685333252,47.9000015258789,18.6329135894775,4.64886856079102,97.0,,104931,37119,12609,154,70941,27495,143600,3106,,,,,,8.54591,,43.0699996948242,79.2933349609375,1.87000000476837,42.5699996948242
2013,NC-502,753.0,700.0,53.0,282996,-5.80243748980494,1.92570745944977,13.1000003814697,13.5158433914185,25.2081146240234,46.8693389892578,9.22232532501221,1,3753,2.63395142555237,1,0,7.39946222305298,47.9000015258789,18.4108619689941,4.63717555999756,97.0,6.23148155212402,107014,37934,13002,126,72167,29388,147204,3427,,31.5725631713867,31.4103221893311,8.69169902801514,53.4117622375488,8.22843,,42.3499984741211,76.8966674804688,3.67000007629395,42.5799980163574
2014,NC-502,811.0,758.0,53.0,288960,-4.39027800433435,,,13.5158433914185,25.2081146240234,46.8693389892578,,1,3713,2.63395142555237,1,0,6.2689962387085,47.9000015258789,16.1922073364258,4.73694324493408,97.0,,109086,38641,13457,137,73140,30930,150450,3537,,,,,,7.9647,,34.6100006103516,75.4566650390625,3.0,51.7200012207031
2015,NC-502,813.0,769.0,44.0,295462,1.33759000768998,2.0425181388855,15.0,13.5158433914185,25.2081146240234,46.8693389892578,5.8228611946106,1,3091,2.63395142555237,1,0,5.127685546875,47.9000015258789,15.8731069564819,4.34309673309326,89.0,6.03854560852051,111471,39441,13954,138,74235,32858,153969,3913,,32.8055877685547,34.2519378662109,7.59438276290894,51.8661575317383,8.40745,,37.810001373291,75.7699966430664,3.09999990463257,48.7099990844727
2016,NC-502,354.0,322.0,32.0,301174,4.64661058420526,,,13.5158433914185,25.2081146240234,46.8693389892578,,1,2750,2.63395142555237,1,0,5.01436710357666,47.9000015258789,16.372594833374,4.31202793121338,88.0,,112543,40309,14615,143,74735,34768,157018,3312,,,,,,8.72829,,37.4500007629395,77.5633316040039,1.60000002384186,52.1199989318848
2017,NC-502,354.0,294.0,60.0,307090,11.3438818073777,2.0425181388855,15.0,13.5158433914185,25.2081146240234,46.8693389892578,5.8228611946106,1,3043,2.63395142555237,1,0,4.50405406951904,47.9000015258789,15.3925552368164,4.22881841659546,91.0,6.03854560852051,113630,41481,15125,148,75274,37052,160313,3548,-0.0556094646453857,32.8055877685547,34.2519378662109,7.59438276290894,51.8661575317383,9.25335,0.172402679920197,43.9900016784668,78.5966644287109,3.41000008583069,49.2299995422363
2010,NC-503,2851.0,2206.0,645.0,4833836,0.0,,,13.95876121521,24.4654998779297,31.5410346984863,,0,19360,2.50844669342041,0,0,11.4016351699829,44.8065948486328,16.997142791748,2.88539409637451,93.888786315918,,958148,347916,52284,2398,1303457,683917,2446189,24102,,,,,,8.54374103633636,,36.9922409057617,76.3897323608398,4.97580003738403,51.7503662109375
2011,NC-503,2987.0,2306.0,681.0,4976386,-4.48030735435188,1.58939874172211,18.5980358123779,13.95876121521,24.4654998779297,31.5410346984863,8.62090682983398,0,20376,2.50844669342041,0,0,11.6928682327271,44.8065948486328,17.8050689697266,2.82988715171814,93.7023162841797,6.90727376937866,959580,385411,54065,2351,1326222,720662,2532753,20497,,26.2268714904785,28.798791885376,12.4757642745972,80.5180358886719,8.71848150598848,,36.565258026123,79.3328704833984,1.75564455986023,45.3672065734863
2012,NC-503,2922.0,2266.0,656.0,4992638,-7.90312686771385,,,13.95876121521,24.4654998779297,31.5410346984863,,0,20516,2.50844669342041,0,0,11.080394744873,44.8065948486328,18.1296539306641,2.82174563407898,94.120719909668,,961605,392935,56224,2530,1313959,737574,2541606,3295,,,,,,8.80689073720746,,44.1109199523926,78.7083435058594,2.70911812782288,44.6768531799316
2013,NC-503,3625.0,2467.0,1158.0,5012057,-10.1940033690863,1.58939874172211,18.5980358123779,13.95876121521,24.4654998779297,31.5410346984863,8.62090682983398,0,18463,2.50844669342041,0,0,10.0168333053589,44.8065948486328,18.7523612976074,2.79921531677246,93.9049835205078,6.90727376937866,963264,401609,58507,2667,1303314,771191,2551139,7248,,26.2268714904785,28.798791885376,12.4757642745972,80.5180358886719,8.77419828513921,,44.2513427734375,76.545036315918,4.37928676605225,44.9751434326172
2014,NC-503,3195.0,2508.0,687.0,5029469,-10.4212856381666,,,13.95876121521,24.4654998779297,31.5410346984863,,0,18198,2.50844669342041,0,0,8.64299392700195,44.8065948486328,18.8020248413086,2.84425258636475,93.1188125610352,,965128,409817,61018,2802,1293589,799369,2559687,8246,,,,,,8.64512648489532,,35.5790596008301,75.6250076293945,3.31776285171509,55.0443229675293
2015,NC-503,3021.0,2361.0,660.0,5048904,-10.3103997638322,1.6870276927948,18.920446395874,13.95876121521,24.4654998779297,31.5410346984863,7.34216356277466,0,22018,2.50844669342041,0,0,6.76946353912354,44.8065948486328,18.039005279541,2.72164607048035,91.356803894043,6.20622253417969,967593,419359,63725,2871,1285130,826569,2570209,9122,,26.9188098907471,28.8153648376465,10.9857425689697,78.8484649658203,8.70026308255019,,39.607738494873,75.5393447875977,3.87375688552856,49.095142364502
2016,NC-503,2963.0,2128.0,835.0,5072014,-8.35559322038159,,,13.95876121521,24.4654998779297,31.5410346984863,,0,22321,2.50844669342041,0,0,6.12257671356201,44.8065948486328,17.1886749267578,2.67976999282837,92.0400466918945,,969701,430137,66620,2934,1280106,851812,2581409,15752,,,,,,8.87648850309365,,38.6574211120605,77.8598785400391,2.65283560752869,56.683521270752
2017,NC-503,3054.0,2102.0,952.0,5103828,-5.86474224817817,1.6870276927948,18.920446395874,13.95876121521,24.4654998779297,31.5410346984863,7.34216356277466,0,23678,2.50844669342041,0,0,5.40521907806396,44.8065948486328,16.1279716491699,2.66360592842102,92.9108581542969,6.20622253417969,973468,442520,70694,3088,1279837,878217,2597889,24898,0.343218624591827,26.9188098907471,28.8153648376465,10.9857425689697,78.8484649658203,9.19432155748979,0.165285289287567,45.5572319030762,78.7834548950195,4.00382995605469,48.0873260498047
